mu_DM,sigma_DM,alpha,A
1.270344827586206904e+01,2.837931034482758519e-01,1.692307692307692402e-01,3.505182466015114962e+00
1.270344827586206904e+01,2.837931034482758519e-01,1.717948717948717952e-01,3.534974196302338001e+00
1.270344827586206904e+01,2.837931034482758519e-01,1.743589743589743501e-01,3.564892820435124232e+00
1.270344827586206904e+01,2.837931034482758519e-01,1.769230769230769329e-01,3.594672174515219254e+00
1.270344827586206904e+01,2.837931034482758519e-01,1.794871794871794879e-01,3.624318995107820740e+00
1.270344827586206904e+01,2.837931034482758519e-01,1.820512820512820706e-01,3.653839749654093083e+00
1.270344827586206904e+01,2.837931034482758519e-01,1.846153846153846256e-01,3.683323496570855227e+00
1.270344827586206904e+01,2.837931034482758519e-01,1.871794871794871806e-01,3.713091120945763546e+00
1.270344827586206904e+01,2.837931034482758519e-01,1.897435897435897356e-01,3.743358538936484514e+00
1.270344827586206904e+01,2.837931034482758519e-01,1.923076923076923184e-01,3.774068948703853010e+00
1.270344827586206904e+01,2.837931034482758519e-01,1.948717948717948734e-01,3.804999780483883765e+00
1.270344827586206904e+01,2.837931034482758519e-01,1.974358974358974561e-01,3.835869554186151831e+00
1.270344827586206904e+01,2.837931034482758519e-01,2.000000000000000111e-01,3.866564580494970205e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.000000000000000056e-01,2.806140187763170424e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.025641025641025744e-01,2.829773087862100578e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.051282051282051294e-01,2.853504619930328445e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.076923076923076983e-01,2.877352651683474871e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.102564102564102672e-01,2.901427315976372601e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.128205128205128221e-01,2.925722869735015497e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.153846153846153910e-01,2.950247142590577187e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.179487179487179460e-01,2.975345831010351993e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.205128205128205149e-01,3.001294338927174898e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.230769230769230838e-01,3.027778999764735968e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.256410256410256387e-01,3.054370836389669996e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.282051282051282215e-01,3.080928735193456891e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.307692307692307765e-01,3.107248847676799652e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.333333333333333315e-01,3.132981122178888356e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.358974358974359142e-01,3.158188694815763142e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.384615384615384692e-01,3.183336838729152518e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.410256410256410242e-01,3.208759115904723291e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.435897435897435792e-01,3.234500122472037553e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.461538461538461620e-01,3.260555976002143641e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.487179487179487170e-01,3.287035379548701286e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.512820512820512997e-01,3.314038733410987536e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.538461538461538547e-01,3.341536261139652186e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.564102564102564097e-01,3.369298715328241656e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.589743589743589647e-01,3.397080649753145387e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.615384615384615474e-01,3.424869766778904090e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.641025641025641024e-01,3.452847486978393832e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.666666666666666852e-01,3.481336203538536012e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.692307692307692402e-01,3.510576051229080452e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.717948717948717952e-01,3.540383168569849470e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.743589743589743501e-01,3.570306751887073915e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.769230769230769329e-01,3.600088072243415649e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.794871794871794879e-01,3.629739149008099020e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.820512820512820706e-01,3.659269811425341246e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.846153846153846256e-01,3.688769823011228244e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.871794871794871806e-01,3.718557041836946908e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.897435897435897356e-01,3.748843072849817659e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.923076923076923184e-01,3.779570837348751322e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.948717948717948734e-01,3.810522368545005811e+00
1.270344827586206904e+01,2.906896551724137967e-01,1.974358974358974561e-01,3.841421296742273395e+00
1.270344827586206904e+01,2.906896551724137967e-01,2.000000000000000111e-01,3.872158544876185715e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.000000000000000056e-01,2.811406756917455230e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.025641025641025744e-01,2.835058147289994945e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.051282051282051294e-01,2.858809570501206210e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.076923076923076983e-01,2.882683222935811695e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.102564102564102672e-01,2.906790042463661905e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.128205128205128221e-01,2.931121180080266342e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.153846153846153910e-01,2.955681556718924075e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.179487179487179460e-01,2.980814656531458162e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.205128205128205149e-01,3.006792149564766703e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.230769230769230838e-01,3.033296991924491426e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.256410256410256387e-01,3.059898646454548565e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.282051282051282215e-01,3.086460065768654282e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.307692307692307765e-01,3.112784148283666230e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.333333333333333315e-01,3.138525111812965562e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.358974358974359142e-01,3.163748694678814921e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.384615384615384692e-01,3.188922296607742179e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.410256410256410242e-01,3.214378835155863090e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.435897435897435792e-01,3.240161808242251418e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.461538461538461620e-01,3.266265601487028825e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.487179487179487170e-01,3.292792157363065630e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.512820512820512997e-01,3.319834315797673518e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.538461538461538547e-01,3.347362590660402759e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.564102564102564097e-01,3.375155572293204731e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.589743589743589647e-01,3.402974835357948091e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.615384615384615474e-01,3.430804932385991712e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.641025641025641024e-01,3.458822075393149120e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.666666666666666852e-01,3.487347898878211616e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.692307692307692402e-01,3.516618552857524005e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.717948717948717952e-01,3.546444352845487646e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.743589743589743501e-01,3.576376700680195864e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.769230769230769329e-01,3.606163835380695737e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.794871794871794879e-01,3.635822548968843382e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.820512820512820706e-01,3.665365774228174445e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.846153846153846256e-01,3.694884018621312105e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.871794871794871806e-01,3.724692478056021994e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.897435897435897356e-01,3.754998951339579616e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.923076923076923184e-01,3.785746408239238470e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.948717948717948734e-01,3.816721473664443476e+00
1.270344827586206904e+01,2.975862068965517415e-01,1.974358974358974561e-01,3.847652613264666233e+00
1.270344827586206904e+01,2.975862068965517415e-01,2.000000000000000111e-01,3.878435060441886240e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.000000000000000056e-01,2.817285072081463504e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.025641025641025744e-01,2.840957403384099411e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.051282051282051294e-01,2.864730900210390452e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.076923076923076983e-01,2.888632019576419907e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.102564102564102672e-01,2.912772663462899647e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.128205128205128221e-01,2.937141184856284060e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.153846153846153910e-01,2.961739689640138451e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.179487179487179460e-01,2.986909180569169209e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.205128205128205149e-01,3.012917570002042744e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.230769230769230838e-01,3.039444874325663015e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.256410256410256387e-01,3.066059323830668149e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.282051282051282215e-01,3.092627599424963680e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.307692307692307765e-01,3.118959134063950867e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.333333333333333315e-01,3.144712473944040632e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.358974358974359142e-01,3.169955699294949358e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.384615384615384692e-01,3.195158048191507394e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.410256410256410242e-01,3.220651701085741614e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.435897435897435792e-01,3.246479133245644189e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.461538461538461620e-01,3.272633239640006408e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.487179487179487170e-01,3.299209461708643154e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.512820512820512997e-01,3.326293170148761469e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.538461538461538547e-01,3.353855123833216823e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.564102564102564097e-01,3.381681533070185708e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.589743589743589647e-01,3.409540822948113004e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.615384615384615474e-01,3.437414574638395504e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.641025641025641024e-01,3.465473819249834886e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.666666666666666852e-01,3.494039319670637411e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.692307692307692402e-01,3.523343462410623239e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.717948717948717952e-01,3.553191100696884597e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.743589743589743501e-01,3.583135869994545697e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.769230769230769329e-01,3.612932538689150430e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.794871794871794879e-01,3.642602182797143318e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.820512820512820706e-01,3.672160608369233525e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.846153846153846256e-01,3.701699100008966514e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.871794871794871806e-01,3.731530516548382526e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.897435897435897356e-01,3.761859313907627289e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.923076923076923184e-01,3.792628826002599762e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.948717948717948734e-01,3.823630265681063456e+00
1.270344827586206904e+01,3.044827586206896863e-01,1.974358974358974561e-01,3.854596681914947087e+00
1.270344827586206904e+01,3.044827586206896863e-01,2.000000000000000111e-01,3.885427322572446496e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.000000000000000056e-01,2.823811798837986053e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.025641025641025744e-01,2.847507568199374450e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.051282051282051294e-01,2.871305382421116548e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.076923076923076983e-01,2.895235872316214820e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.102564102564102672e-01,2.919412063624349685e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.128205128205128221e-01,2.943819810802909220e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.153846153846153910e-01,2.968458503248926572e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.179487179487179460e-01,2.993666388152654623e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.205128205128205149e-01,3.019707594256835659e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.230769230769230838e-01,3.046259615171679425e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.256410256410256387e-01,3.072889768306560132e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.282051282051282215e-01,3.099468148345234209e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.307692307692307765e-01,3.125810542594197106e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.333333333333333315e-01,3.151579883538541793e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.358974358974359142e-01,3.176846332907134585e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.384615384615384692e-01,3.202080693069239814e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.410256410256410242e-01,3.227614308726776127e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.435897435897435792e-01,3.253488684630032157e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.461538461538461620e-01,3.279695455358031975e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.487179487179487170e-01,3.306323833762756070e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.512820512820512997e-01,3.333451806880882273e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.538461538461538547e-01,3.361050333695192904e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.564102564102564097e-01,3.388913059071998468e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.589743589743589647e-01,3.416815089498336455e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.615384615384615474e-01,3.444735191670324159e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.641025641025641024e-01,3.472839229687217255e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.666666666666666852e-01,3.501446957007598559e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.692307692307692402e-01,3.530787194964299047e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.717948717948717952e-01,3.560659703225812489e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.743589743589743501e-01,3.590620416536706827e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.769230769230769329e-01,3.620430221911447699e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.794871794871794879e-01,3.650114012005805986e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.820512820512820706e-01,3.679690268592259894e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.846153846153846256e-01,3.709251082071067351e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.871794871794871806e-01,3.739107257383845084e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.897435897435897356e-01,3.769460325560703318e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.923076923076923184e-01,3.800254289760362614e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.948717948717948734e-01,3.831284954119155817e+00
1.270344827586206904e+01,3.113793103448275756e-01,1.974358974358974561e-01,3.862289719284869971e+00
1.270344827586206904e+01,3.113793103448275756e-01,2.000000000000000111e-01,3.893171562443028755e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.000000000000000056e-01,2.831026214976328337e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.025641025641025744e-01,2.854747967850365775e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.051282051282051294e-01,2.878572408209924660e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.076923076923076983e-01,2.902534233358829319e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.102564102564102672e-01,2.926747752700856964e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.128205128205128221e-01,2.951196612163123234e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.153846153846153910e-01,2.975877590118709115e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.179487179487179460e-01,3.001125901577080590e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.205128205128205149e-01,3.027201865191873509e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.230769230769230838e-01,3.053780844743574363e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.256410256410256387e-01,3.080429554337968057e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.282051282051282215e-01,3.107021210536133893e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.307692307692307765e-01,3.133377806960454315e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.333333333333333315e-01,3.159166717734672947e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.358974358974359142e-01,3.184459926388141682e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.384615384615384692e-01,3.209729540982904528e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.410256410256410242e-01,3.235305965094653846e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.435897435897435792e-01,3.261229764334083292e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.461538461538461620e-01,3.287491533731576876e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.487179487179487170e-01,3.314174543265208328e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.512820512820512997e-01,3.341349474517845586e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.538461538461538547e-01,3.368987439069109691e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.564102564102564097e-01,3.396889364246862719e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.589743589743589647e-01,3.424836870059982274e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.615384615384615474e-01,3.452806044127898932e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.641025641025641024e-01,3.480957585868391657e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.666666666666666852e-01,3.509610079891766432e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.692307692307692402e-01,3.538988958729962775e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.717948717948717952e-01,3.568889260509994887e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.743589743589743501e-01,3.598869319997569427e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.769230769230769329e-01,3.628695759396450615e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.794871794871794879e-01,3.658396841660610299e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.820512820512820706e-01,3.687993563407423014e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.846153846153846256e-01,3.717578845431138479e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.871794871794871806e-01,3.747461678458511525e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.897435897435897356e-01,3.777841039267999967e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.923076923076923184e-01,3.808661894255263025e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.948717948717948734e-01,3.839724648916884142e+00
1.270344827586206904e+01,3.182758620689655205e-01,1.974358974358974561e-01,3.870770841884788371e+00
1.270344827586206904e+01,3.182758620689655205e-01,2.000000000000000111e-01,3.901706909686968761e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.000000000000000056e-01,2.838970095708637675e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.025641025641025744e-01,2.862720426711698796e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.051282051282051294e-01,2.886573868898043127e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.076923076923076983e-01,2.910569057474233556e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.102564102564102672e-01,2.934821745922231884e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.128205128205128221e-01,2.959313650729211265e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.153846153846153910e-01,2.984039052499965372e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.179487179487179460e-01,3.009329857277407871e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.205128205128205149e-01,3.035442548858235501e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.230769230769230838e-01,3.062050727571027586e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.256410256410256387e-01,3.088720801790356241e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.282051282051282215e-01,3.115328839721638765e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.307692307692307765e-01,3.141702924923950313e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.333333333333333315e-01,3.167514924046976876e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.358974358974359142e-01,3.192838384266774909e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.384615384615384692e-01,3.218146477997899435e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.410256410256410242e-01,3.243768555253324859e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.435897435897435792e-01,3.269744255576000125e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.461538461538461620e-01,3.296063346442168918e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.487179487179487170e-01,3.322803453954123576e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.512820512820512997e-01,3.350028023720103221e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.538461538461538547e-01,3.377708267189122093e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.564102564102564097e-01,3.405652276563312597e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.589743589743589647e-01,3.433648018208075303e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.615384615384615474e-01,3.461669014397984689e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.641025641025641024e-01,3.489870792955330980e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.666666666666666852e-01,3.518570591960076932e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.692307692307692402e-01,3.547990610717628446e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.717948717948717952e-01,3.577921536580261463e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.743589743589743501e-01,3.607924237479220864e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.769230769230769329e-01,3.637770714156407514e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.794871794871794879e-01,3.667492174216941070e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.820512820512820706e-01,3.697112008065943645e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.846153846153846256e-01,3.726723987328352639e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.871794871794871806e-01,3.756635483546807652e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.897435897435897356e-01,3.787043241634205248e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.923076923076923184e-01,3.817893473953101857e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.948717948717948734e-01,3.848991203712940568e+00
1.270344827586206904e+01,3.251724137931034653e-01,1.974358974358974561e-01,3.880081909654177430e+00
1.270344827586206904e+01,3.251724137931034653e-01,2.000000000000000111e-01,3.911075236475869854e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.000000000000000056e-01,2.847687603660807198e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.025641025641025744e-01,2.871469156301023506e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.051282051282051294e-01,2.895354043262774457e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.076923076923076983e-01,2.919384687689394742e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.102564102564102672e-01,2.943678448730428165e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.128205128205128221e-01,2.968215379963516032e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.153846153846153910e-01,2.992987385282530166e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.179487179487179460e-01,3.018322786749916720e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.205128205128205149e-01,3.044474212961863824e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.230769230769230838e-01,3.071113838699366827e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.256410256410256387e-01,3.097808050617433917e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.282051282051282215e-01,3.124435518964176151e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.307692307692307765e-01,3.150830331659573158e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.333333333333333315e-01,3.176668892139147715e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.358974358974359142e-01,3.202026055383440095e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.384615384615384692e-01,3.227375836244082308e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.410256410256410242e-01,3.253046411698695461e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.435897435897435792e-01,3.279076492250641017e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.461538461538461620e-01,3.305455220708752417e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.487179487179487170e-01,3.332254891362683047e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.512820512820512997e-01,3.359531773598777527e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.538461538461538547e-01,3.387257118554105606e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.564102564102564097e-01,3.415246101541764112e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.589743589743589647e-01,3.443292868335074974e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.615384615384615474e-01,3.471368467582939044e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.641025641025641024e-01,3.499623241732167767e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.666666666666666852e-01,3.528372889662066303e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.692307692307692402e-01,3.557836513531589251e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.717948717948717952e-01,3.587800815150359313e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.743589743589743501e-01,3.617829358284921248e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.769230769230769329e-01,3.647699191911019323e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.794871794871794879e-01,3.677444063035504751e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.820512820512820706e-01,3.707089676982849635e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.846153846153846256e-01,3.736730671880991395e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.871794871794871806e-01,3.766672949770372369e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.897435897435897356e-01,3.797111297995443557e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.923076923076923184e-01,3.827993446474358130e+00
1.270344827586206904e+01,3.320689655172414101e-01,1.948717948717948734e-01,3.859129058226337783e+00
